"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",11.0758886788706,-29.8769205371017,1.99292808330923,1.0015208737611,3.04660430117449,1.9493610646554,5.30977708680743,-36.2865050141006,11.8302321671103,-52.7748916482994,3.04827001085447,1.94378374983535,16.9375661571883,-41.2901731652526,10.3799819758403,11.0223727834393,1.79584464475437,-16.9240190105712,4.62299010825455,3.8124292706996
"2",10.5879382638188,-28.1477438478877,1.99292808330923,1.0015208737611,3.04660430117449,1.9493610646554,5.56077288352353,-36.900447261291,11.6249120287555,-52.5415195721565,3.04827001085447,1.94378374983535,16.5099428067972,-40.5009980386684,10.3799819758403,11.0223727834393,2.29119766448386,-17.6752471827913,4.62299010825455,3.8124292706996
"3",10.4300461322432,-28.0018046711638,1.99292808330923,1.0015208737611,3.04660430117449,1.9493610646554,5.28846337384319,-35.7947612149577,11.2791236966242,-51.6660229579325,3.04827001085447,1.94378374983535,15.8617290895366,-38.5222216458189,10.3799819758403,11.0223727834393,2.50694032756789,-18.0693287670082,4.6086543690856,3.84441742811788
"4",10.8462241943271,-29.0818668272742,1.99292808330923,1.0015208737611,3.04660430117449,1.9493610646554,5.19015488880499,-35.1172912597973,11.0558055781916,-51.0240641010295,3.04827001085447,1.94378374983535,15.601511240188,-38.1465794494188,10.3799819758403,11.0223727834393,3.2700481273295,-20.3003171382893,4.6086543690856,3.84441742811788
"5",11.2131734445929,-30.060298874736,1.99292808330923,1.0015208737611,3.04660430117449,1.9493610646554,5.31721678256247,-35.2803144322762,11.9182837258242,-53.2720638332165,3.04827001085447,1.94378374983535,15.020244503653,-36.2920180937001,10.3799819758403,11.0223727834393,2.99037367802511,-19.2521673920815,4.6086543690856,3.84441742811788
"6",11.3827813654352,-30.5312080903671,1.99292808330923,1.0015208737611,3.04660430117449,1.9493610646554,5.32220970892418,-35.3504492524089,12.1531011030436,-53.581999840329,3.04827001085447,1.94378374983535,15.7948894573399,-38.0516645926621,10.3799819758403,11.0223727834393,3.04061898850729,-18.5753637251575,4.6086543690856,3.84441742811788
"7",11.0832371972277,-29.7480831796174,1.99292808330923,1.0015208737611,3.04648532265185,1.95284819570741,4.68192398295191,-33.78889442435,11.3635987407213,-50.9368859285505,3.04827001085447,1.94378374983535,15.7888016555843,-37.487627508827,10.3799819758403,11.0223727834393,3.0384613620306,-18.6367496673543,4.6086543690856,3.84441742811788
"8",11.0301355812089,-29.3788235445462,1.99292808330923,1.0015208737611,3.04648532265185,1.95284819570741,4.21972383627882,-32.4968247385977,10.7774956056445,-49.3649641034772,3.04827001085447,1.94378374983535,15.807311949322,-37.2403987217524,10.3799819758403,11.0223727834393,2.88920954563483,-18.1161814356814,4.6086543690856,3.84441742811788
"9",11.7023661171634,-31.1636168982961,2.56904703078228,-0.738579591479859,3.04648532265185,1.95284819570741,5.12225598041324,-34.9996296038762,11.8901024421967,-52.0415029484818,3.04827001085447,1.94378374983535,15.7757298613396,-37.4868153686505,10.3799819758403,11.0223727834393,3.7107754743637,-20.8113467543249,4.6086543690856,3.84441742811788
"10",11.3029653561748,-30.3991157668658,3.56104384602712,-3.11985315712694,3.04648532265185,1.95284819570741,3.99165394706276,-31.7918147222908,12.115164251913,-52.8052885694814,3.04827001085447,1.94378374983535,15.5953656754282,-36.5866263035012,10.3799819758403,11.0223727834393,3.62299160576488,-20.5213154117507,4.6086543690856,3.84441742811788
"11",11.1854902141127,-30.1722828011503,3.79809090663523,-3.26311417343064,3.04648532265185,1.95284819570741,4.25483098055282,-31.9943121012055,12.1332641432655,-52.8140974205438,3.04827001085447,1.94378374983535,16.0221010969311,-37.4058069797249,10.3799819758403,11.0223727834393,4.38909858557288,-22.5632451822067,4.6086543690856,3.84441742811788
"12",11.458808190377,-31.1297739383011,3.54619870841914,-2.28220781422366,3.04648532265185,1.95284819570741,4.33452624546288,-32.1194879106312,11.5380152370006,-51.3495927063035,3.04827001085447,1.94378374983535,15.7929674241352,-36.6263727168318,10.3799819758403,11.0223727834393,4.97828916528355,-24.0938861689299,4.6086543690856,3.84441742811788
"13",11.4396196541049,-30.8238425619663,3.73087828099851,-3.55303377053962,3.04648532265185,1.95284819570741,3.80014269276116,-30.6623564144435,10.9011756526116,-49.9164467491353,3.04827001085447,1.94378374983535,16.1335422911607,-37.4895570000913,10.3799819758403,11.0223727834393,4.32689751140595,-22.6346906714587,4.6086543690856,3.84441742811788
