"V1" "V2"
2.08005286287516 4.2199026956223
0.581581282738314 0.939825630031194
1.80925492414983 0.00151289154137257
0.417184463184201 7.17000265736428
0.241424079379012 1.85994860625409
0.241424079379012 0.995895804616336
0.241424079379012 0.995895804616336
4.89784119114583 2.86646076245876
1.06041912564535 1.61686819203039
1.06041912564535 1.61686819203039
0.414974633836169 0.831265021639342
0.512456595213974 3.25568244087002
4.48519876691377 2.12750606618587
0.512456595213974 3.25568244087002
0.512456595213974 1.68774810046317
0.512456595213974 1.68774810046317
4.40288699361869 3.66804989619889
0.512456595213974 1.68774810046317
5.57213178252938 4.59353438584176
2.77191944173893 0.307169946659
0.479845937678258 5.4654989820618
0.479845937678258 5.4654989820618
2.14983412101343 1.03860330896089
0.479845937678258 5.4654989820618
0.479845937678258 5.4654989820618
2.70836874643793 7.326303797934
1.22559104203792 1.94515946350971
0.749417894016036 2.4955217492646
4.37240336313102 2.51383345070311
6.06689211418333 1.11491613075502
1.57283443703051 1.88213980895459
6.06689211418333 1.11491613075502
5.90515225721778 0.331903422927503
0.387898141450862 0.997161245848358
0.0918937640817741 2.75103988588527
0.196922043457948 0.154261074695774
0.0918937640817741 2.75103988588527
0.196922043457948 0.154261074695774
0.196922043457948 0.969159631463849
0.196922043457948 0.969159631463849
0.40539485158061 0.721498859788802
0.196922043457948 0.0140117663183621
0.40539485158061 0.721498859788802
0.196922043457948 0.0140117663183621
0.196922043457948 0.0140117663183621
0.555140994851719 0.616269429372377
0.555140994851719 0.616269429372377
0.555140994851719 0.616269429372377
0.552659040593359 1.27811884061665
0.564994210666798 0.339807638595676
0.564994210666798 0.339807638595676
0.564994210666798 1.95233122407698
0.881565217593361 0.129012910588305
0.881565217593361 1.475573080831
0.564994210666798 0.688013039544134
0.564994210666798 0.688013039544134
0.116542818588912 0.601038074420811
0.116542818588912 0.12639600346525
0.471245040485378 1.27871184960672
3.16370376090302 0.142160373384321
2.67368920896415 0.032850353808195
0.799058236909747 0.694419043936352
0.304678464292405 0.18459929415957
0.304678464292405 0.18459929415957
1.03233976234654 0.921109902261192
0.304678464292405 0.18459929415957
0.304678464292405 0.18459929415957
0.513576651277215 0.209534289100227
0.210800448300079 1.9873140576612
0.228394770845523 0.237520971069205
0.228394770845523 2.0083328352714
2.06283956359007 0.455781101217488
0.15306867957658 0.129012910588305
0.210800448300079 1.62557441636778
0.608492720386244 0.688013039544134
0.15306867957658 0.129012910588305
0.608492720386244 0.688013039544134
0.689008391771259 0.244693666504794
0.608492720386244 0.688013039544134
0.518397754991438 1.02121537926929
0.0093318419615577 0.779483076562565
5.63605409152103 1.25192655868632
0.12509555853363 1.14944253748316
1.06226943741299 1.63605239570804
0.0481116196952366 0.056398067175079
